absent,low,medium,high
0.0951392249250952,0.8624492836376295,0.03072147760126412,0.0016900138360109462
0.11210284099424923,0.8654694137837526,0.021608488336500354,8.19256885497784E-4
0.4709892389863027,0.49021193461463936,0.034109108849163156,0.004689717549894713
0.045444463360073725,0.8917916390043112,0.06127848753368263,0.0014854101019328722
0.6144231238465614,0.34733783723275247,0.031208797242877392,0.007030241677809015
0.01703229785372932,0.9668400091198189,0.01592228154714337,2.0541147930848E-4
0.10320179268077517,0.7425823847579341,0.13833611279556168,0.015879709765728764
0.06807786027925705,0.9191547088466678,0.012211987872916387,5.554430011589736E-4
0.1870657407354454,0.733285997230753,0.07364504230313536,0.006003219730666556
0.2319498092517812,0.7401173203271127,0.025721303745633913,0.0022115666754721993
